id,n_condition_tokens,condition_present,condition_present_count,n_condition_tokens_matched,negation_count_total,nearest_negation_distance,neg_before_condition,neg_after_condition,neg_within_5,neg_within_10,neg_within_20,neg_within_50,condition_negated_exact,condition_affirmed,condition_negated,condition_unknown_h19
699,4,0,0,0,34,100.0,0,0,0,0,0,0,0,0,0,1
373,3,1,1,1,22,72.0,0,0,0,0,0,0,0,1,0,0
544,7,1,4,3,54,8.0,1,0,0,1,1,1,1,0,1,0
370,3,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,1
623,5,1,1,1,28,282.0,0,0,0,0,0,0,0,1,0,0
539,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
125,6,1,3,1,6,46.0,0,1,0,0,0,1,0,1,0,0
687,12,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
405,5,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
798,4,1,4,2,2,27.0,1,0,0,0,0,1,1,0,1,0
829,3,1,1,1,3,314.0,0,0,0,0,0,0,0,1,0,0
351,4,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
602,3,1,1,1,6,75.0,0,0,0,0,0,0,0,1,0,0
795,5,1,5,3,2,27.0,1,0,0,0,0,1,1,0,1,0
98,4,1,1,1,7,1480.0,0,0,0,0,0,0,0,1,0,0
617,7,1,3,2,28,282.0,0,0,0,0,0,0,0,1,0,0
311,7,1,5,4,0,100.0,0,0,0,0,0,0,0,1,0,0
115,3,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
47,4,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
452,5,1,3,2,25,13.0,1,0,0,0,1,1,1,0,1,0
172,5,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
808,7,0,0,0,39,100.0,0,0,0,0,0,0,0,0,0,1
34,14,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
835,5,1,1,1,19,162.0,0,0,0,0,0,0,0,1,0,0
87,4,1,1,1,9,215.0,0,0,0,0,0,0,0,1,0,0
437,5,1,16,3,13,101.0,0,0,0,0,0,0,0,1,0,0
12,9,1,1,1,11,3.0,0,1,1,1,1,1,1,0,1,0
750,4,1,3,2,3,114.0,0,0,0,0,0,0,0,1,0,0
117,5,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
268,5,1,2,1,6,143.0,0,0,0,0,0,0,0,1,0,0
279,6,1,1,1,20,69.0,0,0,0,0,0,0,0,1,0,0
603,6,1,4,2,2,1.0,1,1,1,1,1,1,1,0,1,0
691,7,1,5,4,1,246.0,0,0,0,0,0,0,0,1,0,0
747,6,1,5,4,3,114.0,0,0,0,0,0,0,0,1,0,0
210,12,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
90,4,1,1,1,9,215.0,0,0,0,0,0,0,0,1,0,0
242,4,0,0,0,12,100.0,0,0,0,0,0,0,0,0,0,1
130,6,1,3,1,1,32.0,0,1,0,0,0,1,1,0,1,0
845,5,1,6,3,23,101.0,0,0,0,0,0,0,0,1,0,0
320,2,1,1,1,26,76.0,0,0,0,0,0,0,0,1,0,0
179,14,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
693,4,1,2,2,1,246.0,0,0,0,0,0,0,0,1,0,0
496,7,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
237,5,1,3,2,5,132.0,0,0,0,0,0,0,0,1,0,0
729,4,1,1,1,20,853.0,0,0,0,0,0,0,0,1,0,0
177,12,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
40,5,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
723,6,1,23,4,25,138.0,0,0,0,0,0,0,0,1,0,0
613,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
292,5,1,4,3,0,100.0,0,0,0,0,0,0,0,1,0,0
753,3,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1
260,5,1,5,3,1,693.0,0,0,0,0,0,0,0,1,0,0
627,6,1,2,1,4,104.0,0,0,0,0,0,0,0,1,0,0
834,4,1,1,1,19,162.0,0,0,0,0,0,0,0,1,0,0
165,5,1,5,1,3,4.0,0,1,1,1,1,1,1,0,1,0
180,9,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
664,14,1,1,1,15,1856.0,0,0,0,0,0,0,0,1,0,0
611,15,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
393,5,1,2,2,22,203.0,0,0,0,0,0,0,0,1,0,0
83,6,1,1,1,2,148.0,0,0,0,0,0,0,0,1,0,0
383,12,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
313,4,1,3,2,0,100.0,0,0,0,0,0,0,0,1,0,0
596,6,1,3,2,22,21.0,1,0,0,0,0,1,1,0,1,0
838,5,1,1,1,19,162.0,0,0,0,0,0,0,0,1,0,0
677,6,1,3,2,1,14.0,1,0,0,0,1,1,1,0,1,0
133,6,1,2,1,1,32.0,0,1,0,0,0,1,1,0,1,0
774,6,1,2,2,21,203.0,0,0,0,0,0,0,0,1,0,0
628,7,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1
517,5,1,5,3,2,8.0,1,0,0,1,1,1,1,0,1,0
567,9,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
11,4,0,0,0,15,100.0,0,0,0,0,0,0,0,0,0,1
754,3,1,2,1,5,106.0,0,0,0,0,0,0,0,1,0,0
561,5,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
335,5,1,6,3,1,271.0,0,0,0,0,0,0,0,1,0,0
688,14,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
434,12,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
458,12,1,1,1,25,37.0,1,0,0,0,0,1,1,0,1,0
15,5,1,2,1,1,203.0,0,0,0,0,0,0,0,1,0,0
740,15,1,8,3,49,60.0,0,0,0,0,0,0,0,1,0,0
663,12,1,1,1,15,1856.0,0,0,0,0,0,0,0,1,0,0
776,5,1,2,2,21,203.0,0,0,0,0,0,0,0,1,0,0
724,4,1,16,2,25,874.0,0,0,0,0,0,0,0,1,0,0
52,6,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
182,5,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
540,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
418,5,1,4,2,12,11.0,1,0,0,0,1,1,1,0,1,0
109,3,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
530,6,1,2,2,4,1.0,1,1,1,1,1,1,1,0,1,0
810,5,1,5,2,124,80.0,0,0,0,0,0,0,0,1,0,0
174,5,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
514,2,1,1,1,11,73.0,0,0,0,0,0,0,0,1,0,0
489,2,1,1,1,28,66.0,0,0,0,0,0,0,0,1,0,0
572,6,1,2,2,5,203.0,0,0,0,0,0,0,0,1,0,0
66,12,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
796,7,1,6,4,2,27.0,1,0,0,0,0,1,1,0,1,0
490,3,1,1,1,28,66.0,0,0,0,0,0,0,0,1,0,0
598,5,1,3,2,22,21.0,1,0,0,0,0,1,1,0,1,0
650,3,1,1,1,3,384.0,0,0,0,0,0,0,0,1,0,0
173,7,1,4,1,6,65.0,0,0,0,0,0,0,0,1,0,0
164,3,1,5,1,3,4.0,0,1,1,1,1,1,1,0,1,0
158,3,1,6,1,3,4.0,0,1,1,1,1,1,1,0,1,0
389,6,1,2,2,22,203.0,0,0,0,0,0,0,0,1,0,0
264,6,1,5,3,1,532.0,0,0,0,0,0,0,0,1,0,0
493,4,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
644,6,1,2,2,13,2351.0,0,0,0,0,0,0,0,1,0,0
444,5,1,16,3,13,12.0,1,1,0,0,1,1,1,0,1,0
470,3,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,1
208,6,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
323,7,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
261,7,1,6,4,1,685.0,0,0,0,0,0,0,0,1,0,0
735,5,1,3,2,49,60.0,0,0,0,0,0,0,0,1,0,0
145,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
507,4,1,3,2,9,112.0,0,0,0,0,0,0,0,1,0,0
103,4,1,1,1,7,1481.0,0,0,0,0,0,0,0,1,0,0
120,5,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
642,6,1,2,2,13,2351.0,0,0,0,0,0,0,0,1,0,0
503,9,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
146,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
154,3,1,6,1,3,4.0,0,1,1,1,1,1,1,0,1,0
768,14,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
74,6,1,5,3,1,203.0,0,0,0,0,0,0,0,1,0,0
637,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
431,6,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
597,4,1,3,2,22,21.0,1,0,0,0,0,1,1,0,1,0
398,3,1,2,1,4,298.0,0,0,0,0,0,0,0,1,0,0
492,7,1,2,1,23,35.0,0,1,0,0,0,1,1,0,1,0
655,4,1,1,1,15,1856.0,0,0,0,0,0,0,0,1,0,0
684,6,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
456,6,1,1,1,25,37.0,1,0,0,0,0,1,1,0,1,0
538,15,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
280,15,1,3,2,20,61.0,0,0,0,0,0,0,0,1,0,0
275,5,1,1,1,20,69.0,0,0,0,0,0,0,0,1,0,0
3,4,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
95,4,1,1,1,2,419.0,0,0,0,0,0,0,0,1,0,0
363,7,1,6,3,6,13.0,1,0,0,0,1,1,1,0,1,0
563,15,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
353,5,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
394,5,1,2,2,22,203.0,0,0,0,0,0,0,0,1,0,0
118,3,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
616,5,1,3,2,28,282.0,0,0,0,0,0,0,0,1,0,0
455,5,1,1,1,25,37.0,1,0,0,0,0,1,1,0,1,0
73,5,1,5,3,1,203.0,0,0,0,0,0,0,0,1,0,0
113,3,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
435,14,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
595,4,1,3,2,22,21.0,1,0,0,0,0,1,1,0,1,0
59,5,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
605,4,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
54,12,1,7,4,1,203.0,0,0,0,0,0,0,0,1,0,0
116,3,1,4,1,5,59.0,0,0,0,0,0,0,0,1,0,0
791,12,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
505,7,1,4,3,9,112.0,0,0,0,0,0,0,0,1,0,0
543,5,1,4,3,54,8.0,1,0,0,1,1,1,1,0,1,0
48,5,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
686,12,1,3,2,49,60.0,0,0,0,0,0,0,0,1,0,0
75,15,1,11,5,1,203.0,0,0,0,0,0,0,0,1,0,0
369,5,1,4,2,6,13.0,1,0,0,0,1,1,1,0,1,0
336,7,1,7,4,1,263.0,0,0,0,0,0,0,0,1,0,0
516,7,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1
360,14,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
446,3,1,2,1,3,305.0,0,0,0,0,0,0,0,1,0,0
731,6,1,4,2,1,72.0,0,0,0,0,0,0,0,1,0,0
160,3,1,6,1,3,4.0,0,1,1,1,1,1,1,0,1,0
720,7,1,21,4,25,279.0,0,0,0,0,0,0,0,1,0,0
410,14,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
163,3,1,6,1,3,4.0,0,1,1,1,1,1,1,0,1,0
250,5,1,3,2,49,60.0,0,0,0,0,0,0,0,1,0,0
634,6,1,2,2,92,100.0,0,0,0,0,0,0,0,1,0,0
347,2,1,2,1,5,96.0,0,0,0,0,0,0,0,1,0,0
36,4,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
439,6,1,14,2,13,101.0,0,0,0,0,0,0,0,1,0,0
518,7,1,6,4,2,8.0,1,0,0,1,1,1,1,0,1,0
380,5,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
127,6,1,3,1,6,46.0,0,1,0,0,0,1,0,1,0,0
200,12,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
589,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
704,3,1,1,1,31,80.0,0,0,0,0,0,0,0,1,0,0
465,4,1,6,2,20,93.0,0,0,0,0,0,0,0,1,0,0
669,4,1,18,2,26,358.0,0,0,0,0,0,0,0,1,0,0
453,5,1,1,1,25,37.0,1,0,0,0,0,1,1,0,1,0
620,6,1,1,1,28,282.0,0,0,0,0,0,0,0,1,0,0
94,4,1,1,1,2,419.0,0,0,0,0,0,0,0,1,0,0
205,5,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
330,15,1,2,2,119,28.0,1,0,0,0,0,1,1,0,1,0
535,7,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
4,14,1,5,4,16,160.0,0,0,0,0,0,0,0,1,0,0
211,12,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
86,4,1,1,1,8,373.0,0,0,0,0,0,0,0,1,0,0
601,2,1,1,1,6,75.0,0,0,0,0,0,0,0,1,0,0
787,7,1,5,3,124,27.0,1,0,0,0,0,1,1,0,1,0
148,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
339,6,1,4,2,1,271.0,0,0,0,0,0,0,0,1,0,0
856,6,1,4,3,3,75.0,0,0,0,0,0,0,0,1,0,0
386,9,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
819,9,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
782,6,1,4,2,1,49.0,1,0,0,0,0,1,0,1,0,0
825,4,1,3,2,0,100.0,0,0,0,0,0,0,0,1,0,0
194,5,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
69,4,1,3,2,1,203.0,0,0,0,0,0,0,0,1,0,0
415,4,1,4,2,12,11.0,1,0,0,0,1,1,1,0,1,0
478,5,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
134,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
462,5,1,10,3,20,93.0,0,0,0,0,0,0,0,1,0,0
575,5,1,2,2,5,203.0,0,0,0,0,0,0,0,1,0,0
438,7,1,17,4,13,101.0,0,0,0,0,0,0,0,1,0,0
519,6,1,4,2,2,8.0,1,0,0,1,1,1,1,0,1,0
140,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
72,7,1,7,3,1,203.0,0,0,0,0,0,0,0,1,0,0
651,2,1,1,1,3,384.0,0,0,0,0,0,0,0,1,0,0
459,12,1,1,1,25,37.0,1,0,0,0,0,1,1,0,1,0
851,5,1,4,2,23,101.0,0,0,0,0,0,0,0,1,0,0
432,15,1,2,2,119,28.0,1,0,0,0,0,1,1,0,1,0
262,6,1,4,2,1,693.0,0,0,0,0,0,0,0,1,0,0
814,6,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
499,15,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
332,12,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
541,14,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
521,6,1,5,3,2,8.0,1,0,0,1,1,1,1,0,1,0
417,4,1,4,2,12,11.0,1,0,0,0,1,1,1,0,1,0
497,5,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
202,9,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
283,14,1,1,1,20,69.0,0,0,0,0,0,0,0,1,0,0
813,5,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
545,6,1,2,2,54,8.0,1,0,0,1,1,1,1,0,1,0
301,5,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
828,3,0,0,0,2,100.0,0,0,0,0,0,0,0,0,0,1
592,5,1,5,3,22,21.0,1,0,0,0,0,1,1,0,1,0
85,6,1,1,1,2,148.0,0,0,0,0,0,0,0,1,0,0
293,3,1,1,1,41,686.0,0,0,0,0,0,0,0,1,0,0
362,5,1,6,3,6,13.0,1,0,0,0,1,1,1,0,1,0
166,3,1,5,1,3,4.0,0,1,1,1,1,1,1,0,1,0
271,3,0,0,0,8,100.0,0,0,0,0,0,0,0,0,0,1
0,3,1,3,1,2,100.0,0,0,0,0,0,0,0,1,0,0
391,6,1,2,2,22,203.0,0,0,0,0,0,0,0,1,0,0
10,14,1,10,4,9,10.0,1,1,0,1,1,1,1,0,1,0
587,15,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
594,6,1,3,2,22,21.0,1,0,0,0,0,1,1,0,1,0
621,4,1,1,1,28,282.0,0,0,0,0,0,0,0,1,0,0
144,5,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
189,12,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
501,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
817,12,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
317,5,1,3,2,0,100.0,0,0,0,0,0,0,0,1,0,0
312,6,1,3,2,0,100.0,0,0,0,0,0,0,0,1,0,0
259,9,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
436,9,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
80,6,1,1,1,2,148.0,0,0,0,0,0,0,0,1,0,0
758,7,1,2,1,25,5.0,0,1,1,1,1,1,1,0,1,0
387,5,1,4,3,22,203.0,0,0,0,0,0,0,0,1,0,0
697,5,1,2,2,1,246.0,0,0,0,0,0,0,0,1,0,0
619,4,1,1,1,28,282.0,0,0,0,0,0,0,0,1,0,0
25,4,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
220,15,1,2,1,8,373.0,0,0,0,0,0,0,0,1,0,0
608,7,1,4,2,92,9.0,1,1,0,1,1,1,1,0,1,0
809,4,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
390,4,1,2,2,22,203.0,0,0,0,0,0,0,0,1,0,0
273,7,1,2,2,3,83.0,0,0,0,0,0,0,0,1,0,0
441,6,1,19,3,13,8.0,1,1,0,1,1,1,1,0,1,0
512,3,0,0,0,36,100.0,0,0,0,0,0,0,0,0,0,1
536,5,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
667,7,1,22,4,26,358.0,0,0,0,0,0,0,0,1,0,0
41,6,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
79,9,1,4,3,1,203.0,0,0,0,0,0,0,0,1,0,0
742,12,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
37,5,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
846,7,1,6,3,23,101.0,0,0,0,0,0,0,0,1,0,0
618,6,1,1,1,28,282.0,0,0,0,0,0,0,0,1,0,0
197,6,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
71,5,1,3,2,1,203.0,0,0,0,0,0,0,0,1,0,0
424,6,1,3,2,1,19.0,1,0,0,0,1,1,1,0,1,0
178,12,0,0,0,6,100.0,0,0,0,0,0,0,0,0,0,1
649,4,0,0,0,31,100.0,0,0,0,0,0,0,0,0,0,1
6,4,0,0,0,14,100.0,0,0,0,0,0,0,0,0,0,1
537,6,1,2,2,92,100.0,0,0,0,0,0,0,0,1,0,0
375,7,1,4,2,6,142.0,0,0,0,0,0,0,0,1,0,0
549,5,1,2,2,54,8.0,1,0,0,1,1,1,1,0,1,0
167,3,1,4,1,3,4.0,0,1,1,1,1,1,1,0,1,0
671,4,1,18,2,26,358.0,0,0,0,0,0,0,0,1,0,0
196,5,0,0,0,7,100.0,0,0,0,0,0,0,0,0,0,1
55,12,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
781,3,1,2,1,26,94.0,0,0,0,0,0,0,0,1,0,0
139,3,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
474,6,1,1,1,3,107.0,0,0,0,0,0,0,0,1,0,0
475,7,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1
155,3,1,6,1,3,4.0,0,1,1,1,1,1,1,0,1,0
303,5,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
289,6,1,2,2,0,100.0,0,0,0,0,0,0,0,1,0,0
502,14,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
384,12,1,1,1,119,28.0,1,0,0,0,0,1,1,0,1,0
772,6,1,2,2,21,203.0,0,0,0,0,0,0,0,1,0,0
585,5,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
712,5,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
843,14,1,1,1,19,162.0,0,0,0,0,0,0,0,1,0,0
661,15,1,1,1,15,1856.0,0,0,0,0,0,0,0,1,0,0
374,6,1,4,2,2,11.0,1,0,0,0,1,1,1,0,1,0
442,4,1,14,2,13,101.0,0,0,0,0,0,0,0,1,0,0
612,12,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
147,5,1,1,1,3,31.0,0,1,0,0,0,1,1,0,1,0
837,7,1,2,2,19,162.0,0,0,0,0,0,0,0,1,0,0
764,6,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
681,5,1,2,1,49,60.0,0,0,0,0,0,0,0,1,0,0
288,4,1,2,2,0,100.0,0,0,0,0,0,0,0,1,0,0
404,7,1,2,2,119,28.0,1,0,0,0,0,1,1,0,1,0
788,5,1,1,1,124,129.0,0,0,0,0,0,0,0,1,0,0
13,8,1,1,1,11,3.0,0,1,1,1,1,1,1,0,1,0
27,5,1,4,2,1,203.0,0,0,0,0,0,0,0,1,0,0
520,4,1,4,2,2,8.0,1,0,0,1,1,1,1,0,1,0
640,5,1,4,3,13,288.0,0,0,0,0,0,0,0,1,0,0
29,5,1,6,3,1,203.0,0,0,0,0,0,0,0,1,0,0
319,3,1,1,1,26,76.0,0,0,0,0,0,0,0,1,0,0
151,3,1,1,1,3,32.0,0,1,0,0,0,1,1,0,1,0
272,6,1,4,2,2,14.0,1,0,0,0,1,1,1,0,1,0
64,15,1,12,5,1,203.0,0,0,0,0,0,0,0,1,0,0
770,5,1,4,3,21,203.0,0,0,0,0,0,0,0,1,0,0
638,14,1,1,1,92,100.0,0,0,0,0,0,0,0,1,0,0
725,5,1,16,2,25,874.0,0,0,0,0,0,0,0,1,0,0
775,4,1,2,2,21,203.0,0,0,0,0,0,0,0,1,0,0
